Datetime,AAPL,IBM,MSFT,TSLA
2024-09-12 12:24:00-04:00,221.80999755859375,210.3249969482422,420.5899963378906,228.55999755859375
2024-09-12 12:25:00-04:00,221.9199981689453,210.3699951171875,420.9100036621094,228.70880126953125
2024-09-12 12:26:00-04:00,221.95010375976562,210.6300048828125,420.9901123046875,228.74200439453125
2024-09-12 12:27:00-04:00,221.8000030517578,210.60000610351562,420.70001220703125,228.67990112304688
2024-09-12 12:28:00-04:00,221.9199981689453,210.6999969482422,421.07501220703125,228.8800048828125
2024-09-12 12:29:00-04:00,221.92999267578125,210.74000549316406,421.1400146484375,228.93499755859375
2024-09-12 12:30:00-04:00,221.86480712890625,210.77999877929688,421.0400085449219,228.85000610351562
2024-09-12 12:31:00-04:00,221.80140686035156,210.83999633789062,420.9949951171875,228.72250366210938
2024-09-12 12:32:00-04:00,221.7899932861328,210.75,421.1099853515625,228.6999969482422
2024-09-12 12:33:00-04:00,221.9040069580078,210.86000061035156,421.2200012207031,228.689697265625
2024-09-12 12:34:00-04:00,221.90499877929688,210.93499755859375,421.20001220703125,228.72999572753906
2024-09-12 12:35:00-04:00,221.89999389648438,211.1300048828125,421.3500061035156,228.50999450683594
2024-09-12 12:36:00-04:00,221.86500549316406,211.0399932861328,421.0899963378906,228.42999267578125
2024-09-12 12:37:00-04:00,221.89999389648438,211.17999267578125,421.1499938964844,228.4250030517578
2024-09-12 12:38:00-04:00,221.8699951171875,211.1999969482422,421.239990234375,228.4199981689453
2024-09-12 12:39:00-04:00,221.75,211.1298065185547,420.9849853515625,228.22999572753906
2024-09-12 12:40:00-04:00,221.73500061035156,211.1999969482422,420.8901062011719,228.00010681152344
2024-09-12 12:41:00-04:00,221.875,211.33999633789062,421.2799987792969,228.39999389648438
2024-09-12 12:42:00-04:00,221.92999267578125,211.27999877929688,421.44500732421875,228.5500030517578
2024-09-12 12:43:00-04:00,221.83009338378906,211.3249969482422,421.32000732421875,228.36000061035156
2024-09-12 12:44:00-04:00,221.8800048828125,211.4600067138672,421.30999755859375,228.2198944091797
2024-09-12 12:45:00-04:00,221.89999389648438,211.36500549316406,421.32379150390625,228.1300048828125
2024-09-12 12:46:00-04:00,221.85000610351562,211.4010009765625,421.3299865722656,228.13999938964844
2024-09-12 12:47:00-04:00,221.8699951171875,211.25999450683594,421.30999755859375,228.17999267578125
2024-09-12 12:48:00-04:00,221.9199981689453,211.35000610351562,421.4800109863281,228.35000610351562
2024-09-12 12:49:00-04:00,221.91000366210938,211.3524932861328,421.6099853515625,228.25999450683594
2024-09-12 12:50:00-04:00,221.97000122070312,,421.79998779296875,228.56100463867188
2024-09-12 12:51:00-04:00,221.9949951171875,,421.8399963378906,228.73989868164062
2024-09-12 12:52:00-04:00,222.039794921875,211.64999389648438,422.04998779296875,229.14999389648438
2024-09-12 12:53:00-04:00,222.1999969482422,211.66000366210938,422.38909912109375,229.42999267578125
2024-09-12 12:54:00-04:00,222.27999877929688,211.64999389648438,422.42999267578125,229.45159912109375
2024-09-12 12:55:00-04:00,222.16000366210938,211.61000061035156,422.4200134277344,229.3072052001953
2024-09-12 12:56:00-04:00,222.21499633789062,211.66000366210938,422.55999755859375,229.16009521484375
2024-09-12 12:57:00-04:00,222.4199981689453,211.67999267578125,422.8900146484375,229.47999572753906
2024-09-12 12:58:00-04:00,222.47000122070312,211.64999389648438,422.80999755859375,229.50999450683594
2024-09-12 12:59:00-04:00,222.5,211.52000427246094,422.7300109863281,229.52999877929688
2024-09-12 13:00:00-04:00,222.460693359375,211.5,422.6700134277344,229.33990478515625
2024-09-12 13:01:00-04:00,222.50999450683594,211.4499969482422,422.5899963378906,229.3000030517578
2024-09-12 13:02:00-04:00,222.55999755859375,211.47000122070312,422.80499267578125,229.41000366210938
2024-09-12 13:03:00-04:00,222.49000549316406,211.4600067138672,422.8349914550781,229.47239685058594
2024-09-12 13:04:00-04:00,222.50289916992188,211.47999572753906,422.8900146484375,229.42999267578125
2024-09-12 13:05:00-04:00,222.63999938964844,211.4344940185547,423.05999755859375,229.4499969482422
2024-09-12 13:06:00-04:00,222.52999877929688,211.5050048828125,423.20001220703125,229.39999389648438
2024-09-12 13:07:00-04:00,222.64999389648438,211.52999877929688,423.5299987792969,229.4799041748047
2024-09-12 13:08:00-04:00,222.67999267578125,211.64999389648438,423.6000061035156,229.44000244140625
2024-09-12 13:09:00-04:00,222.72999572753906,211.66000366210938,423.69940185546875,229.52999877929688
2024-09-12 13:10:00-04:00,222.8350067138672,211.74000549316406,423.8900146484375,229.82139587402344
2024-09-12 13:11:00-04:00,222.7100067138672,211.6300048828125,423.7200012207031,229.6699981689453
2024-09-12 13:12:00-04:00,222.77999877929688,211.72000122070312,423.68499755859375,229.8699951171875
2024-09-12 13:13:00-04:00,222.75999450683594,211.69000244140625,423.69500732421875,229.91000366210938
2024-09-12 13:14:00-04:00,222.7949981689453,211.69000244140625,423.7300109863281,229.98500061035156
2024-09-12 13:15:00-04:00,222.77999877929688,211.78990173339844,423.7767028808594,230.0
2024-09-12 13:16:00-04:00,222.84010314941406,211.74000549316406,423.6499938964844,230.16000366210938
2024-09-12 13:17:00-04:00,222.8800048828125,211.7899932861328,423.75,230.2924041748047
2024-09-12 13:18:00-04:00,222.84120178222656,211.77999877929688,423.7200012207031,230.3699951171875
2024-09-12 13:19:00-04:00,222.84010314941406,211.77499389648438,423.67999267578125,230.50999450683594
2024-09-12 13:20:00-04:00,222.6999969482422,211.7100067138672,423.20001220703125,230.23330688476562
2024-09-12 13:21:00-04:00,222.75999450683594,211.8000030517578,423.1000061035156,230.35000610351562
2024-09-12 13:22:00-04:00,222.85009765625,211.8300018310547,423.42999267578125,230.4600067138672
2024-09-12 13:23:00-04:00,222.8800048828125,211.8800048828125,423.70001220703125,230.51010131835938
2024-09-12 13:24:00-04:00,222.97000122070312,212.08999633789062,423.8500061035156,230.61000061035156
2024-09-12 13:25:00-04:00,222.89999389648438,212.0697021484375,423.739990234375,230.4499969482422
